movieId,clean_title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
1340,"Bride of Frankenstein, The (Bride of Frankenstein)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
1341,Burnt Offerings,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1342,Candyman,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1343,Cape Fear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,Cape Fear,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1345,Carrie,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
1346,Cat People,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
1347,"Nightmare on Elm Street, A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1348,"Nosferatu (Nosferatu, eine Symphonie des Grauens)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1349,Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1350,"Omen, The",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1351,Blood and Wine (Blood & Wine),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1352,Albino Alligator,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1353,"Mirror Has Two Faces, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1354,Breaking the Waves,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1355,Nightwatch,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1356,Star Trek: First Contact,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1357,Shine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1358,Sling Blade,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1359,Jingle All the Way,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,Paradise Lost: The Child Murders at Robin Hood Hills,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1363,"Preacher's Wife, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1365,Ridicule,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1366,"Crucible, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1367,101 Dalmatians,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,Die Hard 2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1371,Star Trek: The Motion Picture,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1372,Star Trek VI: The Undiscovered Country,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1373,Star Trek V: The Final Frontier,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1374,Star Trek II: The Wrath of Khan,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1375,Star Trek III: The Search for Spock,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1376,Star Trek IV: The Voyage Home,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1377,Batman Returns,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,Young Guns,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1379,Young Guns II,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1380,Grease,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1381,Grease 2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1382,Marked for Death,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1385,Under Siege,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1387,Jaws,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1388,Jaws 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1389,Jaws 3-D,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1390,My Fellow Americans,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,Mars Attacks!,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1392,Citizen Ruth,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1393,Jerry Maguire,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1394,Raising Arizona,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,Tin Men,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1396,Sneakers,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1397,Bastard Out of Carolina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1398,In Love and War,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1399,Marvin's Room,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1401,Ghosts of Mississippi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1405,Beavis and Butt-Head Do America,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,La Cérémonie,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1407,Scream,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1408,"Last of the Mohicans, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1409,Michael,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1411,Hamlet,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1412,Some Mother's Son,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1413,"Whole Wide World, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1414,Mother,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,"Thieves (Voleurs, Les)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1416,Evita,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1417,"Portrait of a Lady, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1419,Walkabout,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1422,Murder at 1600,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1423,Hearts and Minds,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1425,Fierce Creatures,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,Zeus and Roxanne,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,Turbulence,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1428,Angel Baby,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1429,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo),1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1430,Underworld,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1431,Beverly Hills Ninja,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,Metro,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1437,"Cement Garden, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1438,Dante's Peak,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1439,Meet Wally Sparks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,Amos & Andrew,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,Benny & Joon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1442,Prefontaine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1445,McHale's Navy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1446,Kolya (Kolja),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1447,Gridlock'd,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1449,Waiting for Guffman,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,"Beautician and the Beast, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1454,SubUrbia,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1456,"Pest, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,Fools Rush In,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1458,Touch,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
1459,Absolute Power,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1460,That Darn Cat,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1461,Vegas Vacation (National Lampoon's Las Vegas Vacation),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,Lost Highway,0,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0
1465,Rosewood,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1466,Donnie Brasco,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1468,Booty Call,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1473,Best Men,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1474,Jungle2Jungle (a.k.a. Jungle 2 Jungle),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,Kama Sutra: A Tale of Love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1476,Private Parts,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1477,Love Jones,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1479,"Saint, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
1480,Smilla's Sense of Snow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1483,Crash,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1484,"Daytrippers, The",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1485,Liar Liar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,Selena,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1488,"Devil's Own, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1489,Cats Don't Dance,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1490,B*A*P*S,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,Love and Other Catastrophes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1495,Turbo: A Power Rangers Movie,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,Anna Karenina,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1497,Double Team,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,Inventing the Abbotts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1499,Anaconda,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1500,Grosse Pointe Blank,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1502,Kissed,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1503,8 Heads in a Duffel Bag,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,Paradise Road,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1513,Romy and Michele's High School Reunion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,Temptress Moon (Feng Yue),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1515,Volcano,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1516,Children of the Revolution,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,Austin Powers: International Man of Mystery,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,Breakdown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1519,Broken English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1526,Fathers' Day,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,"Fifth Element, The",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1529,Nowhere,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1533,"Promise, The (La promesse)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1537,Shall We Dance? (Shall We Dansu?),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1541,Addicted to Love,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1542,Brassed Off,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1544,"Lost World: Jurassic Park, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1545,Ponette,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1546,Schizopolis,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1547,Shiloh,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1549,Rough Magic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1550,Trial and Error,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1551,Buddy,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1552,Con Air,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1554,"Pillow Book, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1556,Speed 2: Cruise Control,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1562,Batman & Robin,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1564,For Roseanna (Roseanna's Grave),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1565,Head Above Water,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1566,Hercules,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1569,My Best Friend's Wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1571,When the Cat's Away (Chacun cherche son chat),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1572,"Contempt (Mépris, Le)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1573,Face/Off,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1574,Fall,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1580,Men in Black (a.k.a. MIB),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1581,Out to Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1582,Wild America,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,"Simple Wish, A",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1584,Contact,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1585,Love Serenade,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1586,G.I. Jane,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1587,Conan the Barbarian,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1588,George of the Jungle,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,Cop Land,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1590,Event Horizon,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1591,Spawn,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1592,Air Bud,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1593,Picture Perfect,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1594,In the Company of Men,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1596,Career Girls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1597,Conspiracy Theory,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1598,Desperate Measures,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1599,Steel,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1600,She's So Lovely,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1601,Hoodlum,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1602,Leave It to Beaver,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Mimic,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
1604,Money Talks,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,Excess Baggage,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1606,Kull the Conqueror,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1608,Air Force One,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1609,187 (One Eight Seven),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1610,"Hunt for Red October, The",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1611,My Own Private Idaho,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1612,"Kiss Me, Guido",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1613,Star Maps,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1614,In & Out,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1615,"Edge, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1616,"Peacemaker, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1617,L.A. Confidential,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1619,Seven Years in Tibet,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1620,Kiss the Girls,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1621,Soul Food,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1623,Wishmaster,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1624,"Thousand Acres, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1625,"Game, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1626,Fire Down Below,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1627,U Turn,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1629,"MatchMaker, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1631,"Assignment, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1633,Ulee's Gold,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1635,"Ice Storm, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1639,Chasing Amy,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1641,"Full Monty, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1642,Indian Summer (a.k.a. Alive & Kicking),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1643,"Mrs. Brown (a.k.a. Her Majesty, Mrs. Brown)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1644,I Know What You Did Last Summer,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1645,The Devil's Advocate,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1646,RocketMan (a.k.a. Rocket Man),0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1647,Playing God,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1648,"House of Yes, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1649,"Fast, Cheap & Out of Control",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1650,Washington Square,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1652,Year of the Horse,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1653,Gattaca,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
1654,FairyTale: A True Story,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1655,Phantoms,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
1656,Swept from the Sea,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1658,"Life Less Ordinary, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1659,Hurricane Streets,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1660,Eve's Bayou,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1661,Switchback,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1662,Gang Related,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1663,Stripes,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1665,Bean,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Mad City,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1670,Welcome to Sarajevo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1671,Deceiver,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1672,"Rainmaker, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1673,Boogie Nights,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1674,Witness,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
1675,Incognito,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1676,Starship Troopers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1677,Critical Care,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1678,"Joy Luck Club, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1679,Chairman of the Board,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,Sliding Doors,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1681,Mortal Kombat: Annihilation,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1682,"Truman Show, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1683,"Wings of the Dove, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1684,Mrs. Dalloway,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1685,"I Love You, I Love You Not",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1686,Red Corner,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1687,"Jackal, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1688,Anastasia,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1689,"Man Who Knew Too Little, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1690,Alien: Resurrection,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1693,Amistad,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1694,"Apostle, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1695,Artemisia,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1696,Bent,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1699,"Butcher Boy, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1701,Deconstructing Harry,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1702,Flubber,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1703,For Richer or Poorer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,Good Will Hunting,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1707,Home Alone 3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,Midnight in the Garden of Good and Evil,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
1713,Mouse Hunt,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,Scream 2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1718,Stranger in the House,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1719,"Sweet Hereafter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1721,Titanic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1722,Tomorrow Never Dies,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1726,"Postman, The",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1727,"Horse Whisperer, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1729,Jackie Brown,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1730,Kundun,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1731,Mr. Magoo,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1732,"Big Lebowski, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,Afterglow,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1734,My Life in Pink (Ma vie en rose),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1735,Great Expectations,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1739,3 Ninjas: High Noon On Mega Mountain,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
